senioridade,idade,horas_trabalho,pct_reunioes,interacoes_noturnas,periodo_sem_ferias,score_satisfacao,burnout_label
Junior,37,41,0.44,5,14,3,0
Pleno,37,41,0.18,5,19,2,0
Junior,28,43,0.32,8,13,5,0
Junior,33,43,0.21,2,4,3,0
Junior,36,46,0.52,7,16,3,1
Pleno,37,49,0.54,3,12,1,1
Junior,27,37,0.42,5,7,5,0
Junior,28,44,0.54,8,11,2,1
Senior,20,49,0.34,6,36,4,0
Pleno,28,43,0.2,5,19,4,0
Junior,28,42,0.46,5,5,4,0
Pleno,28,41,0.42,4,17,5,0
Junior,20,39,0.2,7,0,2,0
Pleno,31,50,0.58,6,10,5,0
Senior,35,45,0.45,6,9,5,0
Senior,37,45,0.25,2,3,3,0
Senior,32,43,0.31,7,15,5,0
Junior,34,37,0.12,4,6,5,0
Pleno,36,40,0.34,5,0,2,0
Junior,26,42,0.12,1,4,5,0
Pleno,25,53,0.46,8,11,2,1
Pleno,22,48,0.39,4,17,4,0
Senior,21,49,0.26,5,9,1,1
Junior,23,41,0.23,3,4,5,0
Pleno,39,38,0.29,1,3,5,0
Senior,24,50,0.55,7,4,5,0
Senior,25,50,0.42,2,12,2,0
Pleno,27,43,0.6,9,22,3,1
Pleno,22,40,0.25,4,3,5,0
Junior,34,44,0.18,3,10,3,0
Pleno,31,40,0.33,6,9,1,1
Junior,25,40,0.49,7,10,3,0
Senior,21,45,0.45,6,5,4,0
Junior,23,38,0.27,9,5,4,0
Junior,35,39,0.2,4,10,1,0
Senior,37,46,0.5,5,36,2,1
Junior,24,41,0.53,6,7,5,0
Senior,31,52,0.32,2,0,1,0
Pleno,34,58,0.5,6,12,1,1
Senior,22,50,0.5,9,26,4,1
Senior,26,54,0.37,2,0,1,0
Senior,41,47,0.52,7,21,1,1
Pleno,29,56,0.11,6,4,1,1
Junior,20,42,0.3,3,3,1,0
Junior,40,41,0.2,6,11,5,0
Senior,27,47,0.57,2,4,5,0
Pleno,30,55,0.2,4,15,1,1
Pleno,36,44,0.26,6,18,4,0
Junior,32,44,0.59,6,6,4,0
Pleno,34,43,0.52,3,28,4,0
Senior,33,43,0.35,5,3,3,0
Pleno,25,49,0.5,7,18,2,1
Senior,34,44,0.36,3,10,3,0
Pleno,32,46,0.16,1,36,3,0
Junior,32,39,0.54,4,0,1,0
Junior,36,42,0.29,4,36,4,0
Junior,25,43,0.29,6,0,2,0
Senior,33,52,0.23,5,27,4,0
Junior,34,35,0.36,4,0,3,0
Pleno,34,43,0.17,3,3,1,0
Junior,27,44,0.49,4,11,1,1
Senior,41,55,0.45,6,16,2,1
Pleno,28,43,0.49,7,27,3,1
Junior,36,42,0.54,4,0,2,0
Junior,36,37,0.44,3,0,4,0
Junior,32,46,0.32,3,6,2,0
Junior,26,47,0.36,5,26,1,1
Pleno,31,42,0.39,4,14,3,0
Pleno,39,46,0.53,7,11,3,1
Junior,23,44,0.16,6,2,4,0
Pleno,20,39,0.29,1,10,2,0
Pleno,35,39,0.3,6,3,2,0
Pleno,34,51,0.23,7,14,2,1
Pleno,24,48,0.49,5,6,1,1
Pleno,20,46,0.59,10,36,5,1
Senior,29,39,0.21,3,10,3,0
Pleno,20,41,0.24,6,16,3,0
Senior,34,47,0.15,4,5,4,0
Junior,23,43,0.48,6,1,5,0
Junior,37,41,0.25,4,3,3,0
Junior,20,42,0.15,6,3,4,0
Pleno,23,39,0.32,5,10,3,0
Junior,38,40,0.5,4,11,4,0
Junior,22,46,0.6,4,3,4,0
Junior,35,45,0.23,2,36,4,0
Junior,31,47,0.55,8,9,4,1
Junior,20,46,0.21,1,2,2,0
Senior,34,51,0.3,7,4,4,0
Pleno,30,43,0.51,4,3,5,0
Senior,39,47,0.26,5,1,4,0
Pleno,29,51,0.38,4,12,5,0
Pleno,26,43,0.39,4,8,2,0
Junior,23,41,0.18,5,9,1,0
Pleno,30,40,0.39,4,8,2,0
Pleno,38,41,0.33,2,9,4,0
Pleno,24,44,0.34,1,13,4,0
Pleno,36,46,0.35,5,2,5,0
Pleno,32,48,0.16,4,4,3,0
Pleno,20,43,0.37,7,7,3,0
Senior,30,57,0.51,6,21,1,1
Pleno,20,43,0.56,2,7,1,0
Senior,26,55,0.56,7,11,5,1
Pleno,24,42,0.38,3,2,5,0
Junior,23,50,0.26,4,19,2,0
Pleno,27,44,0.52,0,7,1,0
Pleno,32,49,0.5,2,0,5,0
Junior,27,51,0.12,3,4,1,0
Pleno,20,47,0.53,8,11,1,1
Senior,20,53,0.46,8,22,3,1
Pleno,22,45,0.52,6,6,1,1
Junior,28,47,0.38,10,19,2,1
Senior,30,50,0.41,8,36,5,1
Junior,30,49,0.17,3,2,1,0
Junior,29,44,0.16,2,2,4,0
Pleno,28,37,0.22,1,7,1,0
Pleno,31,40,0.53,7,6,4,0
Pleno,20,39,0.43,4,14,2,0
Pleno,31,55,0.57,5,19,1,1
Junior,35,40,0.21,10,3,5,0
Pleno,33,42,0.33,4,6,2,0
Pleno,30,48,0.36,4,10,1,1
Pleno,29,48,0.37,3,0,2,0
Pleno,26,48,0.19,6,19,1,1
Junior,20,38,0.46,5,14,3,0
Junior,31,43,0.12,5,9,4,0
Senior,32,46,0.16,4,10,4,0
Junior,34,42,0.29,5,0,4,0
Senior,30,56,0.3,4,7,4,0
Junior,28,48,0.52,8,17,3,1
Junior,27,42,0.38,2,2,5,0
Junior,24,48,0.43,7,16,2,1
Junior,28,43,0.59,6,0,5,0
Junior,21,40,0.13,6,3,2,0
Pleno,26,43,0.31,2,24,2,0
Pleno,33,38,0.59,7,12,4,0
Junior,41,39,0.21,7,17,5,0
Junior,21,42,0.15,5,3,1,0
Pleno,29,47,0.5,5,13,5,0
Senior,27,55,0.4,8,8,5,1
Pleno,28,54,0.57,6,20,1,1
Junior,25,53,0.55,3,15,1,1
Junior,29,41,0.4,4,0,1,0
Junior,32,43,0.57,10,13,4,1
Pleno,20,47,0.34,3,14,5,0
Pleno,26,43,0.22,5,14,2,0
Pleno,38,48,0.2,9,6,2,1
Senior,21,59,0.47,14,26,1,1
Junior,38,41,0.34,4,2,3,0
Junior,30,41,0.4,4,2,2,0
Junior,31,42,0.29,4,8,4,0
Pleno,28,55,0.49,2,29,1,1
Pleno,28,37,0.6,6,4,3,0
Pleno,29,55,0.2,5,7,1,1
Pleno,24,64,0.58,2,7,3,1
Junior,30,40,0.16,6,1,1,0
Pleno,35,58,0.23,8,17,1,1
Junior,38,41,0.36,4,8,1,0
Junior,37,46,0.2,3,4,3,0
Pleno,30,49,0.18,9,8,1,1
Pleno,33,46,0.54,5,18,2,1
Senior,20,58,0.41,8,21,4,1
Pleno,34,50,0.36,7,20,2,1
Junior,41,40,0.4,5,1,5,0
Junior,33,42,0.24,6,0,5,0
Pleno,20,45,0.38,1,12,4,0
Pleno,33,44,0.19,2,9,2,0
Pleno,24,46,0.54,5,36,5,0
Pleno,27,41,0.2,4,3,2,0
Junior,28,43,0.32,9,9,2,1
Junior,30,43,0.29,5,2,1,0
Senior,24,56,0.1,5,1,3,0
Pleno,30,41,0.44,5,9,4,0
Junior,30,52,0.35,2,0,3,0
Senior,30,53,0.39,5,36,3,1
Pleno,29,40,0.26,5,1,5,0
Pleno,24,49,0.2,8,34,4,1
Pleno,29,49,0.55,2,4,3,0
Senior,26,47,0.38,5,12,4,0
Junior,27,45,0.38,3,1,3,0
Pleno,41,47,0.36,7,4,5,0
Pleno,30,43,0.11,9,9,2,1
Junior,26,45,0.29,5,20,1,1
Junior,23,43,0.34,2,30,1,0
Junior,45,37,0.51,3,4,3,0
Senior,35,43,0.15,5,13,2,0
Junior,28,38,0.11,4,21,5,0
Junior,33,50,0.59,10,9,4,1
Junior,22,45,0.38,9,9,1,1
Pleno,28,51,0.6,8,13,3,1
Junior,22,41,0.21,6,12,1,0
Pleno,31,40,0.16,5,0,5,0
Pleno,30,38,0.32,4,6,3,0
Pleno,27,42,0.44,4,0,2,0
Pleno,24,41,0.38,6,18,4,0
Senior,25,40,0.23,6,5,2,0
Pleno,30,39,0.39,3,1,1,0
Pleno,20,48,0.32,4,12,5,0
Junior,27,40,0.52,5,2,5,0
Junior,36,42,0.11,2,2,4,0
Pleno,29,40,0.28,7,20,5,0
Senior,26,44,0.55,5,7,5,0
Pleno,25,40,0.18,8,5,3,0
Pleno,25,41,0.11,5,14,1,0
Junior,28,45,0.43,4,10,2,0
Junior,23,45,0.16,9,8,1,1
Pleno,20,40,0.47,4,1,3,0
Pleno,27,45,0.27,6,8,5,0
Junior,29,42,0.19,2,2,4,0
Pleno,30,47,0.35,7,20,5,0
Junior,33,52,0.42,3,1,2,0
Senior,29,53,0.17,6,36,1,1
Senior,36,51,0.12,3,18,2,0
Pleno,29,43,0.57,3,13,4,0
Junior,34,40,0.4,10,6,5,0
Junior,37,40,0.5,5,36,5,0
Junior,23,47,0.45,9,11,4,1
Junior,34,41,0.52,4,12,1,1
Pleno,38,48,0.55,1,21,1,0
Pleno,20,42,0.2,8,5,5,0
Pleno,34,44,0.16,5,4,4,0
Junior,29,48,0.55,6,10,2,1
Pleno,26,42,0.41,2,36,5,0
Pleno,22,45,0.32,6,1,5,0
Pleno,20,59,0.11,9,9,5,1
Junior,26,43,0.34,7,5,4,0
Junior,21,47,0.28,1,10,5,0
Junior,36,46,0.53,5,5,5,0
Junior,26,41,0.42,5,23,3,0
Pleno,27,49,0.17,9,8,3,1
Pleno,28,38,0.12,4,0,4,0
Senior,34,37,0.42,1,8,2,0
Senior,20,45,0.1,3,3,2,0
Junior,31,47,0.36,5,0,2,0
Pleno,21,42,0.25,3,9,3,0
Senior,25,48,0.42,5,18,2,1
Junior,20,49,0.2,4,36,1,1
Junior,29,41,0.36,4,11,3,0
Pleno,33,51,0.46,5,12,1,1
Senior,31,55,0.41,8,7,2,1
Pleno,41,43,0.36,3,1,1,0
Junior,35,40,0.34,5,0,1,0
Senior,32,57,0.54,8,10,4,1
Pleno,27,54,0.21,5,26,1,1
Senior,35,47,0.25,5,9,1,1
Pleno,28,52,0.13,7,15,1,1
Pleno,20,39,0.4,5,16,4,0
Junior,31,39,0.17,7,32,3,0
Senior,29,48,0.35,8,18,3,1
Junior,29,47,0.36,7,1,5,0
Pleno,21,46,0.44,2,20,2,0
Senior,32,50,0.56,4,17,2,1
Junior,25,39,0.11,3,1,1,0
Pleno,22,60,0.3,9,13,2,1
Junior,38,40,0.1,2,1,2,0
Pleno,20,48,0.34,4,10,4,0
Pleno,20,47,0.39,8,36,3,1
Junior,34,40,0.21,1,2,3,0
Pleno,33,40,0.45,4,8,2,0
Junior,32,41,0.13,2,11,3,0
Pleno,33,48,0.51,6,9,1,1
Senior,29,45,0.32,5,1,2,0
Senior,36,48,0.18,4,1,2,0
Senior,39,48,0.35,4,36,5,0
Senior,22,51,0.14,5,10,1,1
Pleno,33,39,0.19,3,5,2,0
Pleno,31,54,0.11,8,30,1,1
Junior,22,42,0.21,6,6,5,0
Pleno,22,44,0.45,2,27,2,0
Senior,38,49,0.31,5,9,3,0
Junior,22,45,0.39,7,25,3,1
Pleno,22,46,0.34,1,36,2,0
Junior,28,38,0.59,3,8,5,0
Pleno,31,45,0.12,12,8,1,1
Senior,31,44,0.23,10,8,2,1
Senior,31,55,0.39,5,8,1,1
Pleno,30,46,0.56,8,17,1,1
Pleno,28,58,0.36,4,7,5,0
Pleno,32,47,0.16,9,22,3,1
Junior,27,40,0.55,4,5,2,0
Pleno,30,50,0.31,2,36,3,0
Pleno,35,52,0.47,10,8,2,1
Pleno,23,45,0.22,6,2,4,0
Senior,20,56,0.15,3,14,2,0
Pleno,29,56,0.35,7,8,2,1
Pleno,28,43,0.51,2,22,3,0
Pleno,38,44,0.29,4,8,4,0
Pleno,28,57,0.42,2,9,1,1
Junior,32,43,0.33,4,9,1,0
Junior,25,42,0.19,6,20,1,1
Pleno,26,49,0.17,4,17,3,0
Junior,25,41,0.56,3,16,4,0
Junior,35,39,0.29,5,1,3,0
Junior,37,48,0.15,7,14,1,1
Pleno,32,46,0.4,5,5,2,0
Junior,28,42,0.11,3,15,3,0
Junior,31,48,0.33,1,0,4,0
Senior,27,40,0.28,5,1,5,0
Senior,31,56,0.49,8,6,2,1
Pleno,27,52,0.13,8,8,5,0
Junior,32,41,0.14,1,3,4,0
Senior,27,50,0.38,5,24,5,0
Junior,37,45,0.35,1,9,4,0
Pleno,24,41,0.45,2,9,2,0
Junior,22,44,0.12,3,0,2,0
Pleno,23,43,0.2,7,0,4,0
Junior,21,42,0.35,4,2,5,0
Senior,31,49,0.41,3,3,5,0
Pleno,38,44,0.15,3,2,2,0
Senior,25,49,0.49,6,20,3,1
Pleno,35,46,0.16,9,6,1,1
Senior,26,51,0.45,9,36,3,1
Junior,37,42,0.16,3,5,1,0
Pleno,36,44,0.46,5,16,5,0
Pleno,25,41,0.13,8,4,3,0
Pleno,33,44,0.3,6,2,3,0
Senior,36,50,0.39,2,14,3,0
Junior,32,40,0.33,7,9,1,1
Senior,29,47,0.18,5,5,4,0
Senior,32,50,0.35,2,1,1,0
Junior,22,43,0.21,8,4,4,0
Pleno,22,50,0.3,5,13,2,1
Junior,31,39,0.33,3,19,1,0
Junior,25,45,0.41,3,1,2,0
Senior,32,48,0.35,4,9,2,0
Junior,31,40,0.38,4,27,2,0
Senior,37,47,0.15,7,3,5,0
Pleno,22,43,0.41,6,14,2,1
Junior,36,40,0.3,3,9,4,0
Junior,31,42,0.31,7,7,3,0
Junior,24,39,0.1,7,2,1,0
Pleno,38,50,0.17,6,21,1,1
Junior,25,45,0.39,5,14,2,0
Junior,22,43,0.49,3,18,2,0
Pleno,28,48,0.57,5,19,2,1
Senior,38,45,0.17,3,5,2,0
Junior,34,38,0.14,3,26,4,0
Pleno,33,54,0.31,4,11,2,1
Junior,27,46,0.41,4,13,2,0
Junior,25,44,0.27,6,3,5,0
Junior,37,41,0.54,6,28,3,1
Junior,29,50,0.17,7,15,2,1
Junior,32,40,0.52,3,13,5,0
Pleno,29,41,0.34,5,32,5,0
Junior,37,41,0.47,6,4,3,0
Junior,37,61,0.17,8,10,4,1
Junior,21,40,0.34,6,3,5,0
Pleno,20,47,0.17,2,0,4,0
Pleno,29,46,0.43,0,1,2,0
Senior,25,54,0.42,6,27,2,1
Pleno,29,49,0.52,8,17,5,1
Junior,33,58,0.2,5,25,2,1
Pleno,25,48,0.52,5,8,1,1
Senior,31,50,0.24,8,16,4,1
Pleno,36,41,0.35,4,0,4,0
Pleno,32,41,0.57,6,1,3,0
Senior,27,53,0.21,10,9,3,1
Junior,21,52,0.34,7,19,2,1
Pleno,33,44,0.44,2,4,3,0
Junior,27,49,0.52,4,5,5,0
Pleno,44,46,0.37,4,21,5,0
Senior,35,47,0.22,9,4,5,0
Senior,36,46,0.46,4,11,4,0
Junior,33,41,0.56,4,10,2,0
Junior,34,44,0.4,3,3,4,0
Junior,28,41,0.51,3,5,2,0
Pleno,25,45,0.19,5,7,2,0
Senior,32,54,0.13,5,4,1,1
Junior,30,45,0.54,5,6,3,0
Junior,38,48,0.11,6,17,3,0
Senior,28,48,0.21,3,24,3,0
Junior,23,45,0.14,5,21,4,0
Pleno,24,41,0.45,2,15,2,0
Junior,41,51,0.41,9,13,1,1
Senior,31,48,0.29,5,2,3,0
Junior,28,40,0.36,6,18,5,0
Junior,28,43,0.55,7,35,3,1
Junior,40,42,0.46,2,6,3,0
Junior,35,47,0.15,4,12,2,0
Senior,36,44,0.16,2,12,2,0
Senior,38,46,0.33,3,1,1,0
Pleno,20,40,0.57,5,1,2,0
Junior,26,44,0.2,6,7,3,0
Pleno,32,40,0.45,5,7,5,0
Junior,23,42,0.41,5,3,2,0
Pleno,36,43,0.25,4,4,3,0
Junior,20,43,0.1,3,5,2,0
Pleno,37,42,0.15,3,11,3,0
Junior,36,44,0.56,8,5,2,1
Junior,32,38,0.17,2,0,1,0
Pleno,31,51,0.52,5,13,5,0
Junior,26,52,0.2,6,6,2,1
Junior,30,39,0.28,4,6,1,0
Pleno,26,43,0.15,6,18,5,0
Junior,27,45,0.22,8,11,1,1
Senior,47,56,0.12,8,10,3,1
Junior,26,42,0.48,9,36,4,1
Junior,36,39,0.26,3,5,1,0
Junior,20,49,0.44,8,19,4,1
Junior,31,41,0.42,6,9,5,0
Senior,37,43,0.1,5,35,3,0
Junior,20,50,0.38,10,7,3,1
Pleno,28,54,0.44,3,1,5,0
Pleno,25,50,0.53,6,11,2,1
Junior,28,44,0.18,6,4,3,0
Junior,24,43,0.52,4,11,1,1
Junior,47,47,0.21,9,11,2,1
Junior,30,42,0.56,4,26,1,1
Pleno,23,45,0.54,5,1,3,0
Junior,20,43,0.49,5,10,1,1
Pleno,30,43,0.3,6,23,4,0
Senior,32,46,0.41,6,2,4,0
Junior,36,45,0.47,6,7,4,0
Junior,44,39,0.4,6,15,4,0
Junior,34,42,0.37,3,2,5,0
Junior,42,40,0.27,5,3,1,0
Junior,23,38,0.45,4,14,2,0
Senior,38,45,0.37,7,1,4,0
Pleno,24,53,0.17,8,36,2,1
Pleno,24,47,0.54,3,11,5,0
Pleno,42,54,0.42,2,3,5,0
Senior,23,47,0.26,2,5,2,0
Junior,24,41,0.52,5,8,5,0
Pleno,27,43,0.48,6,26,2,1
Senior,28,42,0.22,5,10,5,0
Junior,29,43,0.54,3,1,4,0
Senior,34,44,0.4,6,0,4,0
Pleno,20,44,0.23,5,7,3,0
Junior,28,42,0.27,7,11,2,1
Senior,38,50,0.48,6,20,2,1
Junior,20,41,0.44,5,10,5,0
Junior,32,45,0.31,5,5,5,0
Junior,30,51,0.4,6,14,3,1
Senior,21,46,0.11,5,8,3,0
Junior,47,44,0.31,8,10,2,1
Junior,28,40,0.47,5,10,1,1
Senior,28,47,0.13,6,7,2,0
Junior,26,41,0.45,4,0,3,0
Pleno,33,54,0.29,7,23,1,1
Pleno,32,42,0.23,4,15,3,0
Junior,25,52,0.23,1,0,2,0
Pleno,22,48,0.48,6,14,2,1
Junior,30,53,0.58,8,10,2,1
Pleno,30,38,0.28,4,5,3,0
Pleno,24,46,0.43,2,8,2,0
Pleno,42,47,0.18,4,8,4,0
Junior,20,53,0.31,9,15,3,1
Pleno,20,45,0.25,3,0,4,0
Junior,21,39,0.12,7,3,5,0
Senior,31,50,0.15,5,6,3,0
Senior,32,47,0.26,3,22,4,0
Pleno,42,44,0.43,2,30,2,0
Junior,38,38,0.47,1,0,5,0
Pleno,26,49,0.56,6,17,2,1
Senior,33,48,0.17,8,7,5,0
Junior,30,39,0.15,6,0,4,0
Senior,32,46,0.12,6,8,3,0
Pleno,32,47,0.36,4,4,3,0
Pleno,24,41,0.5,3,7,4,0
Pleno,34,51,0.32,5,11,1,1
Pleno,30,48,0.53,5,13,5,0
Junior,39,48,0.57,6,10,3,1
Senior,45,54,0.33,4,5,4,0
Pleno,30,43,0.55,4,6,1,1
Junior,21,44,0.23,4,4,4,0
Junior,31,44,0.14,7,5,4,0
Junior,36,37,0.16,5,18,1,0
Pleno,23,48,0.28,4,32,5,0
Pleno,25,46,0.14,4,2,2,0
Senior,32,47,0.57,6,14,4,0
Junior,31,48,0.37,6,13,1,1
Senior,43,43,0.31,9,0,5,0
Pleno,31,39,0.21,7,1,3,0
Junior,39,43,0.6,5,14,4,0
Pleno,27,46,0.12,7,28,3,0
Junior,39,37,0.35,5,9,2,0
Pleno,25,50,0.45,4,1,2,0
Junior,30,41,0.45,3,9,2,0
Junior,39,38,0.15,7,11,3,0
Junior,23,47,0.19,5,1,2,0
Pleno,29,55,0.36,4,9,3,0
Senior,26,49,0.21,3,11,4,0
Pleno,22,48,0.19,5,3,2,0
Senior,27,51,0.1,2,8,3,0
Senior,25,55,0.38,2,0,4,0
Junior,23,38,0.22,4,25,5,0
Junior,32,52,0.49,4,16,2,1
Senior,28,56,0.39,6,14,4,1
Junior,25,46,0.46,6,3,3,0
Pleno,43,51,0.56,5,8,1,1
Junior,20,42,0.12,4,29,1,0
Junior,27,43,0.59,5,0,5,0
Junior,27,38,0.36,5,4,3,0
Pleno,34,42,0.52,5,3,4,0
Junior,27,44,0.45,4,36,4,0
Junior,29,49,0.18,8,22,1,1
Pleno,25,40,0.42,7,4,5,0
Junior,33,45,0.48,3,24,3,0
Junior,24,41,0.42,6,24,5,0
Junior,29,42,0.35,2,0,1,0
Pleno,32,41,0.12,2,3,2,0
Junior,28,48,0.46,5,10,1,1
Pleno,24,39,0.32,5,8,4,0
Pleno,38,46,0.39,3,11,3,0
Junior,23,55,0.59,2,11,1,1
Senior,27,44,0.31,7,2,4,0
Junior,31,43,0.3,9,1,4,0
Senior,27,41,0.37,8,11,2,1
Junior,25,41,0.54,4,9,4,0
Pleno,31,43,0.53,4,2,3,0
Senior,31,50,0.2,4,8,4,0
Pleno,26,36,0.5,3,6,5,0
Junior,30,49,0.43,9,13,4,1
Junior,24,45,0.12,4,9,5,0
Pleno,28,47,0.21,4,3,5,0
Junior,26,36,0.4,6,7,3,0
Junior,25,42,0.51,5,0,4,0
Pleno,20,37,0.58,9,3,5,0
Junior,30,53,0.57,5,10,1,1
Senior,36,45,0.25,3,1,1,0
Pleno,33,52,0.38,8,25,1,1
Junior,31,43,0.16,5,2,4,0
Senior,27,57,0.22,5,3,2,1
Senior,27,52,0.32,5,16,4,0
Pleno,28,45,0.58,2,4,4,0
Junior,31,39,0.16,3,10,1,0
Senior,38,50,0.46,3,5,2,0
Senior,37,47,0.29,4,34,4,0
Junior,31,41,0.14,4,4,1,0
Pleno,25,41,0.31,8,11,5,0
Junior,23,44,0.41,9,20,3,1
Junior,25,43,0.52,3,5,5,0
Junior,27,40,0.6,4,8,3,0
Junior,28,44,0.54,7,4,5,0
Junior,37,41,0.23,6,1,1,0
Pleno,40,50,0.48,2,3,2,0
Pleno,35,38,0.44,5,6,4,0
Senior,20,48,0.37,2,2,5,0
Senior,25,58,0.53,7,6,1,1
Senior,34,53,0.35,12,6,1,1
Junior,32,47,0.4,5,1,4,0
Pleno,33,47,0.55,7,6,2,1
Pleno,21,48,0.54,12,8,4,1
Junior,30,43,0.35,7,24,4,0
Senior,39,44,0.4,9,7,5,0
Junior,26,38,0.3,5,12,3,0
Junior,41,49,0.23,3,20,1,0
Junior,34,46,0.35,6,0,3,0
Senior,28,48,0.16,4,31,3,0
Senior,33,47,0.52,4,2,3,0
Pleno,33,56,0.23,8,7,2,1
Junior,32,54,0.43,3,15,1,1
Junior,33,44,0.54,2,17,1,0
Pleno,31,47,0.57,4,3,5,0
Pleno,24,45,0.38,4,17,5,0
Senior,20,47,0.45,5,0,3,0
Pleno,30,41,0.16,3,30,4,0
Pleno,33,45,0.15,6,7,5,0
Pleno,25,54,0.53,5,36,1,1
Pleno,25,40,0.39,7,2,3,0
Senior,21,50,0.34,4,4,2,0
Pleno,29,48,0.13,1,15,5,0
Junior,28,38,0.53,4,0,4,0
Junior,36,50,0.57,6,8,2,1
Senior,21,53,0.21,8,7,4,1
Junior,20,41,0.34,3,3,4,0
Senior,20,47,0.29,10,10,1,1
Pleno,28,51,0.55,6,8,2,1
Junior,36,43,0.36,8,16,3,1
Junior,28,46,0.49,5,5,3,0
Senior,35,41,0.36,5,2,4,0
Senior,35,48,0.15,3,3,5,0
Pleno,28,48,0.35,5,26,2,1
Junior,20,40,0.26,5,4,5,0
Senior,20,50,0.17,5,16,1,1
Senior,30,50,0.34,5,18,4,0
Senior,41,52,0.18,7,13,1,1
Pleno,36,40,0.17,3,1,4,0
Pleno,29,45,0.38,5,6,2,0
Junior,20,43,0.15,1,2,1,0
Pleno,28,50,0.35,6,3,4,0
Junior,35,38,0.29,5,3,5,0
Senior,36,53,0.36,3,9,5,0
Pleno,34,41,0.21,4,21,3,0
Senior,30,56,0.59,5,31,4,1
Junior,20,41,0.53,5,2,4,0
Senior,31,48,0.55,5,34,2,1
Pleno,26,43,0.55,4,25,5,0
Pleno,34,47,0.45,7,11,2,1
Senior,20,50,0.6,4,2,4,0
Pleno,32,50,0.29,9,23,3,1
Junior,26,44,0.43,8,9,1,1
Junior,33,40,0.14,6,4,4,0
Pleno,41,43,0.56,3,13,4,0
Junior,24,40,0.48,5,2,2,0
Junior,49,43,0.32,7,1,5,0
Senior,30,56,0.31,3,9,3,0
Junior,25,44,0.49,2,17,3,0
Junior,32,39,0.13,4,7,2,0
Pleno,34,41,0.27,7,28,4,0
Pleno,24,45,0.33,6,3,4,0
Junior,27,44,0.29,7,9,4,0
Junior,26,47,0.11,4,11,3,0
Pleno,28,42,0.13,4,2,1,0
Pleno,27,50,0.58,6,17,3,1
Senior,32,53,0.25,2,13,2,0
Junior,27,44,0.43,5,19,1,1
Junior,41,39,0.47,3,5,2,0
Junior,27,41,0.42,8,2,5,0
Pleno,27,45,0.32,3,1,5,0
Pleno,23,54,0.33,8,5,4,1
Pleno,31,47,0.14,5,20,1,1
Pleno,30,46,0.14,4,2,3,0
Pleno,20,54,0.56,6,8,5,0
Pleno,20,51,0.24,4,11,4,0
Senior,26,49,0.45,4,2,3,0
Junior,38,43,0.56,7,26,1,1
Senior,30,43,0.33,3,6,1,0
Senior,28,46,0.54,5,36,4,0
Pleno,34,39,0.14,6,9,4,0
Junior,29,52,0.47,6,8,2,1
Junior,34,50,0.32,6,16,2,1
Pleno,33,42,0.36,7,1,4,0
Pleno,20,46,0.37,7,1,5,0
Senior,27,56,0.39,4,20,1,1
Junior,23,43,0.1,6,7,1,0
Senior,32,47,0.56,4,9,5,0
Junior,21,48,0.39,4,1,2,0
Senior,33,41,0.41,3,36,1,0
Pleno,26,45,0.42,3,6,5,0
Junior,29,44,0.36,7,8,3,1
Junior,34,46,0.14,4,6,1,0
Junior,31,52,0.58,5,24,1,1
Pleno,28,51,0.16,2,19,3,0
Pleno,32,62,0.55,5,10,3,1
Pleno,28,51,0.29,4,4,4,0
Senior,31,55,0.52,10,9,5,1
Senior,27,42,0.53,6,4,4,0
Junior,30,48,0.58,11,20,5,1
Junior,28,42,0.36,5,8,3,0
Senior,32,43,0.36,3,7,5,0
Junior,28,42,0.6,3,26,3,0
Junior,31,42,0.18,3,17,1,0
Junior,29,43,0.46,5,7,1,1
Senior,22,51,0.47,1,36,4,0
Senior,33,46,0.12,7,8,1,1
Junior,34,44,0.25,1,3,3,0
Senior,25,51,0.16,6,4,3,0
Junior,32,40,0.19,6,28,2,0
Pleno,34,45,0.51,4,17,2,1
Senior,24,46,0.28,5,7,2,0
Pleno,23,49,0.39,5,21,4,0
Junior,35,50,0.46,6,7,5,0
Junior,25,41,0.45,4,9,5,0
Pleno,23,44,0.41,3,2,2,0
Pleno,20,43,0.54,4,0,2,0
Junior,22,39,0.27,2,34,3,0
Senior,20,59,0.58,5,12,1,1
Pleno,33,48,0.32,5,28,1,1
Junior,31,44,0.21,5,3,4,0
Pleno,22,41,0.17,3,19,5,0
Pleno,20,42,0.1,2,0,3,0
Junior,24,42,0.26,5,25,5,0
Junior,24,40,0.4,5,11,5,0
Senior,25,50,0.47,5,9,4,0
Pleno,27,41,0.57,5,6,3,0
Junior,28,39,0.35,3,14,2,0
Pleno,34,48,0.51,2,9,1,0
Junior,31,45,0.17,6,22,1,1
Pleno,39,54,0.45,5,30,2,1
Junior,32,42,0.4,6,14,5,0
Junior,24,45,0.53,5,20,1,1
Pleno,27,43,0.55,6,2,5,0
Senior,33,51,0.47,8,30,5,1
Junior,30,44,0.33,8,10,4,0
Junior,30,46,0.24,7,10,2,1
Pleno,35,46,0.12,1,9,5,0
Pleno,34,42,0.22,6,11,3,0
Senior,39,50,0.28,5,10,2,1
Junior,33,39,0.49,4,1,3,0
Pleno,37,36,0.54,4,1,2,0
Senior,35,49,0.34,5,15,1,1
Pleno,27,49,0.31,5,7,4,0
Pleno,31,47,0.27,7,4,1,1
Pleno,35,50,0.11,5,1,4,0
